Method	Index	Dataset	ID	Keywords	Question	Skip	Result	Time
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	14	Amazon Eve, tall	How tall is Amazon Eve?	no	Correct answer	1069
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	140	game, GMT	List all games by GMT.	no	Wrong answer	825
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	141	Intel, founded	Who founded Intel?	no	Wrong answer	692
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	144	Weser, flow through, city	Which cities does the Weser flow through?	no	Wrong answer	566
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	145	Rhine, country	Which countries are connected by the Rhine?	no	Partial answer	1593
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	146	professional surfer, born, Australia	Which professional surfers were born in Australia?	no	Wrong answer	1077
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	148	MI6, headquarters, city, UK	In which UK city are the headquarters of the MI6?	no	Wrong answer	579
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	15	created, Goofy	Who created Goofy?	no	Wrong answer	561
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	151	islands, Japan	Give me all islands that belong to Japan.	no	Wrong answer	5403
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	157	astronaut, Apollo 14	Give me all Apollo 14 astronauts.	no	Wrong answer	869
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	163	movie, Denmark	Give me all Danish movies.	no	Wrong answer	1034
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	164	launch pad, operate, NASA	Give me all launch pads operated by NASA.	no	Wrong answer	2304
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	165	Cat Stevens, instrument	Which instruments does Cat Stevens play?	no	Wrong answer	886
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	167	Juan Carlos I, wife, parents	Who are the parents of the wife of Juan Carlos I?	no	Wrong answer	803
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	168	Google, employees	How many employees does Google have?	no	Wrong answer	808
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	174	Michael Jackson, die	When did Michael Jackson die?	no	Wrong answer	248391
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	175	chess players, British earl, die, same, place, born	Which Chess players died in the same place they were born in?	no	Wrong answer	6121782
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	176	Margaret Thatcher, child	List the children of Margaret Thatcher.	no	Correct answer	1434
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	18	museum, Scream, Munch	Which museum exhibits The Scream by Munch?	no	Wrong answer	802
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	181	book, Kerouac, publish, Viking Press	Which books by Kerouac were published by Viking Press?	no	Wrong answer	822
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	183	Mount Everest, high	How high is the Mount Everest?	no	Wrong answer	562
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	184	Batman, creator	Who created Batman?	no	Correct answer	820
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	185	Australia, capital, people, live	How many people live in the capital of Australia?	no	Wrong answer	2676
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	186	Australia, largest city	What is the largest city in Australia?	no	Wrong answer	586
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	187	Harold and Maude, compose, music	Who composed the music for Harold and Maude?	no	Wrong answer	5059
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	189	Dutch queen Juliana, burried, city	In which city was the former Dutch queen Juliana buried?	no	Wrong answer	1288
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	196	Ramones, B-sides	Give me all B-sides of the Ramones.	no	Wrong answer	557
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	198	Miffy, creator, country	Which country does the creator of Miffy come from?	no	Wrong answer	1063
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	2	television show, Charmed, actor, birthday	Give me the birthdays of all actors of the television show Charmed.	no	Wrong answer	14144
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	20	IBM, employees	How many employees does IBM have?	no	Wrong answer	1365
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	22	Limerick Lake, country	In which country is the Limerick Lake?	no	Correct answer	1822
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	23	television show, create, John Cleese	Which television shows were created by John Cleese?	no	Wrong answer	828
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	25	film, directed, Garry Marshall, starring, Julia Roberts	In which films directed by Garry Marshall was Julia Roberts starring?	no	Wrong answer	49911
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	29	Douglas Hofstadter, award	Which awards did Douglas Hofstadter win?	no	Correct answer	1006
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	3	Robert Kennedy, daughter, married	Who is the daughter of Robert Kennedy married to?	no	Wrong answer	874
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	31	Czech republic, currency	What is the currency of the Czech Republic?	no	Wrong answer	564
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	33	Berlin, area code	What is the area code of Berlin?	no	Wrong answer	570
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	35	Rolls-Royce, owner	Who is the owner of Rolls-Royce?	no	Wrong answer	562
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	36	Yenisei river, flow through, country	Through which countries does the Yenisei river flow?	no	Wrong answer	14807
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	38	politician, married, German	Which politicians were married to a German?	no	Wrong answer	1157
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	39	Battle of Gettysburg	When was the Battle of Gettysburg?	no	Wrong answer	560
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	4	river, cross, Brooklyn Bridge	Which river does the Brooklyn Bridge cross?	no	Correct answer	619
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	42	Suriname, official language	What is the official language of Suriname?	no	Wrong answer	559
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	43	Tel Aviv, mayor	Who is the mayor of Tel Aviv?	no	Wrong answer	806
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	44	Brooklyn Bridge, design	Who designed the Brooklyn Bridge?	no	Wrong answer	1541
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	48	Forbes, editor	Who is the editor of Forbes?	no	Correct answer	556
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	50	Bruce Carver, die	What did Bruce Carver die from?	no	Wrong answer	271003
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	53	Germany, federal chancellors	Give me all federal chancellors of Germany.	no	Wrong answer	6163
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	54	U.S. president, Lincoln, wife	Who was the wife of U.S. president Lincoln?	no	Wrong answer	4392
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	55	video game, World of Warcraft, develop	Who developed the video game World of Warcraft?	no	Wrong answer	590
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	57	HBO, television series, Sopranos, first season, episode	List all episodes of the first season of the HBO television series The Sopranos.	no	Wrong answer	1276
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	6	city, John F. Kennedy, die	In which city did John F. Kennedy die?	no	Wrong answer	576
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	62	Wikipedia, created	Who created Wikipedia?	no	Wrong answer	806
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	63	actor, starring, Last Action Hero	Give me all actors starring in Last Action Hero.	no	Wrong answer	327160
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	64	organization, founded, California, develop, software	Which software has been developed by organizations founded in California?	no	Wrong answer	84501
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	68	actor, born, Germany	Which actors were born in Germany?	no	Wrong answer	5191
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	70	film, produce, Hal Roach	Give me all films produced by Hal Roach.	no	Wrong answer	5533
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	72	language, spoken, Estonia	Which languages are spoken in Estonia?	no	Partial answer	24179
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	73	own, Aldi	How many Aldi stores are there?	no	Wrong answer	831
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	75	United States, 16th president	Who was the 16th president of the United States?	no	Wrong answer	12761
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	78	book, written, Danielle Steel	Give me all books written by Danielle Steel.	no	Wrong answer	7350
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	79	airport, located, California, USA	Which airports are located in California, USA?	no	Wrong answer	669519
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	80	record label, Canadian, Grunge	Give me all Canadian Grunge record labels.	no	Wrong answer	851
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	82	GIMP, programming language	In which programming language is GIMP written?	no	Wrong answer	556
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	83	produce, film, starring, Natalie Portman	Who produced films starring Natalie Portman?	no	Wrong answer	14179
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	84	movie, Tom Cruise	Give me all movies with Tom Cruise.	no	Wrong answer	1201
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	85	film, play, Julia Roberts, Richard Gere	In which films did Julia Roberts as well as Richard Gere play?	no	Wrong answer	12332
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	87	wrote, book, The pillars of the Earth	Who wrote the book The Pillars of the Earth?	no	Wrong answer	1491
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	88	film, star, Leonardo DiCaprio	How many films did Leonardo DiCaprio star in?	no	Wrong answer	1900
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	89	Premier League, soccer club	Give me all soccer clubs in the Premier League.	no	Wrong answer	3119
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	90	Jack Wolfskin, founded	When was Jack Wolfskin founded?	no	Wrong answer	744
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	231	inhabitants, largest city, Canada	How many inhabitants does the largest city in Canada have?	no	Wrong answer	578
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	249	Beatles, record, first album, studio	In which studio did the Beatles record their first album?	no	Wrong answer	652
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	234	first, climb, mount Everest	Who was the first to climb Mount Everest?	no	Wrong answer	706
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	242	University of Oxford, official color	What is the official color of the University of Oxford?	no	Wrong answer	906
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	250	Michael Phelps, gold medals, 2008 Olpympics	How many gold medals did Michael Phelps win at the 2008 Olympics?	no	Wrong answer	737
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	235	artistic movement, painter, The Three Dancers	To which artistic movement did the painter of The Three Dancers belong?	no	Wrong answer	5306
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	211	animal, extinct	Give me all animals that are extinct.	no	Wrong answer	1095
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	244	Lake Chiemsee, depth	How deep is Lake Chiemsee?	no	Wrong answer	592
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	240	Elvis Presley, grandchildren	Give me the grandchildren of Elvis Presley.	no	Wrong answer	834
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	221	birthplace, Bach	Where was Bach born?	no	Correct answer	827
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	232	countries, pay, West African CFA franc	In which countries can you pay using the West African CFA franc?	no	Wrong answer	1328
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	214	cause of death, most frequent	What is the most frequent cause of death?	no	Wrong answer	545
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	241	writer, win, Nobel Prize in literature	Give me all writers that won the Nobel Prize in literature.	no	Wrong answer	732
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	201	taikonauts	Give me all taikonauts.	no	Wrong answer	806
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	212	how many, pages, War and Peace	How many pages does War and Peace have?	no	Wrong answer	1074
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	208	rivers, flow, German lake	Which rivers flow into a German lake?	no	Wrong answer	689
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	246	rockets, launched, Baikonur	Which rockets were launched from Baikonur?	no	Wrong answer	558
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	236	pope, succeed, John Paul II	Which pope succeeded John Paul II?	no	Correct answer	564
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	205	Dutch, party	Give me all Dutch parties.	no	Wrong answer	6916
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	243	Swedish, oceanographer	Give me all Swedish oceanographers.	no	Wrong answer	831
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	226	actors, born, Berlin	Give me all actors who were born in Berlin.	no	Wrong answer	4516
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	248	ICRO, stand for	What does ICRO stand for?	no	Wrong answer	539
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	213	carrot cake, ingredients	Which ingredients do I need for carrot cake?	no	Partial answer	552
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	215	Tom Cruise, married	Who has Tom Cruise been married to?	no	Wrong answer	626
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	229	Australian, metalcore bands	Give me all Australian metalcore bands.	no	Wrong answer	3100
A	english_dbpedia_synonyms	qald-6-train-multilingual.json	206	date, Olof Palme, shot	When was Olof Palme shot?	no	Wrong answer	540
